Dr No,Area ID,Area Name,Crm Cd,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,Crm Cd Desc,Cross Street,Date Occ,Date Rp Td,Latitude,Location,Location 1,Longitude,Mo Codes,Neighborhood,Neighborhood Council,Prem Is Cd,Prem Is Desc,Rpt Dist No,Status,Status Desc,Time Occ,Tract,Vict Age,Vict Descent,Vict Sex,Weapon Desc,Weapon Used Cd,Zip Code
190208580,,Rampart,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-03-24T00:00:00.000-07:00,2019-03-24T00:00:00.000-07:00,34.0601,2200 W 6TH ST,0101000020E61000003D9B559FAB915DC0AB3E575BB1074140,-118.2761,2054 1536 1402 1218 0344 2036 0903 0334 0305 0416,westlake,54,109,PARK/PLAYGROUND,245,IC ,Invest Cont,2350,208801,36,H,M,KNIFE WITH BLADE 6INCHES OR LESS,200,90057
190807602,,West LA,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-03-25T00:00:00.000-07:00,2019-03-25T00:00:00.000-07:00,34.0531,1100 S BEVERLY DR,0101000020E6100000A1D634EF38995DC074B515FBCB064140,-118.3941,2053 1528 0903 0329,pico-robertson,61,719,MEDICAL/DENTAL OFFICES,857,IC ,Invest Cont,1100,269100,0,X,X,,,90035
190800572,,West LA,740,740,946,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-03-28T00:00:00.000-07:00,2019-03-29T00:00:00.000-07:00,34.0373,9700 CATTARAUGUS AV,0101000020E6100000B6F3FDD478995DC00612143FC6044140,-118.398,0329 0903,beverlywood,61,704,ELEMENTARY SCHOOL,886,IC ,Invest Cont,2200,269000,0,X,X,,,90034
191409567,,Pacific,745,745,946,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-03-31T00:00:00.000-07:00,2019-04-01T00:00:00.000-07:00,33.9599,6100 W MANCHESTER AV,0101000020E6100000E2E995B20C995DC017B7D100DEFA4040,-118.3914,2055 1514 0329 0903,westchester,71,408,AUTO SUPPLY STORE*,1487,IC ,Invest Cont,2000,276000,0,X,X,,,90045
191007926,,West Valley,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.166,17200 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,2055 1514 0400 0903 0447 0416,encino,18,210,RESTAURANT/FAST FOOD,1067,IC ,Invest Cont,0045,139600,31,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91316
191007928,,West Valley,624,624,999,,,BATTERY - SIMPLE ASSAULT,,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.166,17200 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,2055 1514 0400 0903 0447 0416,encino,18,210,RESTAURANT/FAST FOOD,1067,IC ,Invest Cont,0045,139600,32,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91316
191108276,,Northeast,624,624,,,,BATTERY - SIMPLE ASSAULT,MALTMAN,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.0897,SUNSET,0101000020E6100000CB10C7BAB8915DC0C139234A7B0B4140,-118.2769,2055 1514 0356 0417 0903 2036 2004,silver-lake,38,101,STREET,1171,IC ,Invest Cont,1115,195902,48,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90026
190807889,,West LA,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.0473,200 26TH ST,0101000020E6100000E6AE25E4839E5DC0E78C28ED0D064140,-118.4768,2055 1520 0903 0319 0421 2035 2036,brentwood,,203,OTHER BUSINESS,831,IC ,Invest Cont,1545,264302,0,X,X,VERBAL THREAT,511,90049
191007966,,West Valley,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-04-01T00:00:00.000-07:00,2019-04-01T00:00:00.000-07:00,34.1731,17800 MARTHA ST,0101000020E6100000F7065F984CA15DC003780B2428164140,-118.5203,0329 0903 0906 2055 1516,encino,18,103,ALLEY,1045,IC ,Invest Cont,1500,139200,45,W,M,,,91316
190908394,,Van Nuys,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-03-26T00:00:00.000-07:00,2019-03-27T00:00:00.000-07:00,34.1491,14700 GREENLEAF ST,0101000020E6100000A9A44E40139D5DC0B3EA73B515134140,-118.4543,2053 1528 0329 0903,sherman-oaks,26,707,GARAGE/CARPORT,984,IC ,Invest Cont,2130,141304,45,O,F,,,91403
192000588,,Olympic,235,235,812,946,,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,PICO BL,2019-04-06T00:00:00.000-07:00,2019-04-06T00:00:00.000-07:00,34.0473,WESTMORELAND,0101000020E61000008351499D80925DC0E78C28ED0D064140,-118.2891,0903 1258 2035 0416 0446 0429 0431 0342 2055 1514,pico-union,76,102,SIDEWALK,2069,AA ,Adult Arrest,2200,213402,13,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90006
180715984,,Wilshire,946,946,998,,,OTHER MISCELLANEOUS CRIME,,2018-09-02T00:00:00.000-07:00,2018-09-02T00:00:00.000-07:00,34.0351,2600 S LA CIENEGA BL,0101000020E6100000234A7B832F985DC0780B24287E044140,-118.3779,0903 0329 1414 2053 1517,mid-city,73,730,SYNAGOGUE/TEMPLE,782,IC ,Invest Cont,1800,270200,57,I,M,,,90034
180815646,,West LA,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",SANTA MONICA,2018-09-03T00:00:00.000-07:00,2018-09-03T00:00:00.000-07:00,34.0465,SAWTELLE BL,0101000020E6100000B1E1E995B29C5DC0CBA145B6F3054140,-118.4484,1218 1822 1202 0411 0903 0342 0334 0417 2055 1514,sawtelle,66,103,ALLEY,853,IC ,Invest Cont,0630,267300,61,B,M,OTHER CUTTING INSTRUMENT,218,90025
180123354,,Central,230,230,999,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",LOS ANGELES,2018-09-08T00:00:00.000-07:00,2018-09-09T00:00:00.000-07:00,34.0446,6TH ST,0101000020E61000000E2DB29DEF8F5DC068B3EA73B5054140,-118.249,0416 0903 0400 2054 1536,downtown,52,102,SIDEWALK,154,IC ,Invest Cont,2355,207302,35,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90014
180716328,,Wilshire,946,946,,,,OTHER MISCELLANEOUS CRIME,,2018-09-09T00:00:00.000-07:00,2018-09-09T00:00:00.000-07:00,34.0364,5900 BURCHARD AV,0101000020E61000001D5A643BDF975DC086C954C1A8044140,-118.373,0329 1309 1414 0903 2055 1517,mid-city,73,501,SINGLE FAMILY DWELLING,782,IC ,Invest Cont,1615,270300,23,O,F,,,90034
190909248,,Van Nuys,624,624,647,946,,BATTERY - SIMPLE ASSAULT,WILLIS AV,2019-04-13T00:00:00.000-07:00,2019-04-13T00:00:00.000-07:00,34.152,VENTURA BL,0101000020E6100000E9482EFF219D5DC0FA7E6ABC74134140,-118.4552,2054 1536 0903 1402,sherman-oaks,26,101,STREET,984,IC ,Invest Cont,1540,141303,21,W,M,UNKNOWN WEAPON/OTHER WEAPON,500,91403
190709177,,Wilshire,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60,245,CATERING/ICE CREAM TRUCK,745,AA ,Adult Arrest,0250,216200,32,H,M,BELT FLAILING INSTRUMENT/CHAIN,301,90036
190709176,,Wilshire,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 2035 0416 0446 0445 0903 0443 0449 1513,mid-wilshire,60,245,CATERING/ICE CREAM TRUCK,745,AA ,Adult Arrest,0250,216200,37,O,M,BELT FLAILING INSTRUMENT/CHAIN,301,90036
181116632,,Northeast,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2018-09-15T00:00:00.000-07:00,2018-09-16T00:00:00.000-07:00,34.0922,3300 N FIGUEROA ST,0101000020E6100000BC0512143F8E5DC07958A835CD0B4140,-118.2226,0311 0329 0903 2036 2055 1514,cypress-park,102,103,ALLEY,1178,IC ,Invest Cont,2230,185310,0,W,M,,,90065
192100833,,Topanga,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-07-13T00:00:00.000-07:00,2019-07-14T00:00:00.000-07:00,34.1648,19800 VENTURA BL,0101000020E610000062A1D634EFA45DC0BE30992A18154140,-118.5771,0329 0903 0311,woodland-hills,16,730,SYNAGOGUE/TEMPLE,2189,IC ,Invest Cont,2200,137501,50,W,M,,,91364
190808799,,West LA,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,CAREY,2019-04-18T00:00:00.000-07:00,2019-04-22T00:00:00.000-07:00,34.0461,SUNSET BL,0101000020E61000000B24287E8CA15DC03D2CD49AE6054140,-118.5242,2055 1514 0903 0421 2035,pacific-palisades,,108,PARKING LOT,823,IC ,Invest Cont,2010,262501,55,B,M,VERBAL THREAT,511,90272
181520822,,N Hollywood,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2018-09-19T00:00:00.000-07:00,2018-11-06T00:00:00.000-08:00,34.1687,12500 CHANDLER BL,0101000020E610000051DA1B7C619A5DC0E86A2BF697154140,-118.4122,0448 0903 1202 2053 1528,valley-village,25,102,SIDEWALK,1531,AA ,Adult Arrest,1600,124400,79,O,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91607
190808707,,West LA,627,627,946,,,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 0417 0903 2035 1251 1258,brentwood,,402,MARKET,827,AO ,Adult Other,1930,264102,11,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90049
191007761,,West Valley,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-03-27T00:00:00.000-07:00,2019-03-27T00:00:00.000-07:00,34.166,17400 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,2053 1528 0329 0903,encino,18,102,SIDEWALK,1067,IC ,Invest Cont,1840,139600,0,W,M,,,91316
191007929,,West Valley,230,230,999,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-03-31T00:00:00.000-07:00,2019-03-31T00:00:00.000-07:00,34.166,17200 VENTURA BL,0101000020E6100000F853E3A59BA05DC06891ED7C3F154140,-118.5095,2055 1514 0400 0903 0447 0416,encino,18,210,RESTAURANT/FAST FOOD,1067,IC ,Invest Cont,0045,139600,36,H,F,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91316
191314771,,Newton,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9943,100 E 53RD ST,0101000020E6100000F697DD9387915DC0D734EF3845FF4040,-118.2739,0903 0311 0329 2036,south-park,125,704,ELEMENTARY SCHOOL,1372,IC ,Invest Cont,1756,229410,0,O,M,,,90037
190808251,,West LA,956,956,,,,"LETTERS, LEWD - TELEPHONE CALLS, LEWD",,2019-04-03T00:00:00.000-07:00,2019-04-08T00:00:00.000-07:00,34.0665,100 S BARRINGTON PL,0101000020E610000075029A081B9E5DC08D976E1283084140,-118.4704,2055 1514 0903 1251 1259 1906 0342 2035,brentwood,,721,HIGH SCHOOL,814,JO ,Juv Other,0005,262302,15,B,F,,,90049
191409958,,Pacific,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-04-05T00:00:00.000-07:00,2019-04-08T00:00:00.000-07:00,33.9567,7700 PASEO DEL REY,0101000020E6100000F90FE9B7AF9B5DC0A60A462575FA4040,-118.4326,2055 1530 1514 0903 0329,westchester,71,704,ELEMENTARY SCHOOL,1483,IC ,Invest Cont,2330,276604,0,X,X,,,90293
190110937,,Central,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-10T00:00:00.000-07:00,2019-04-10T00:00:00.000-07:00,34.0547,100 S HILL ST,0101000020E610000079E9263108905DC0AC8BDB6800074140,-118.2505,0311 0903 2055 1514 0329 0910,downtown,52,901,MTA - RED LINE - CIVIC CENTER/GRAND PARK,132,IC ,Invest Cont,1700,207502,0,X,X,,,90012
190111206,,Central,210,210,,,,ROBBERY,,2019-04-12T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0446,500 SAN JULIAN ST,0101000020E610000048E17A14AE8F5DC068B3EA73B5054140,-118.245,0416 0448 0903 2004 0344 1218 0910 2054 1539 0429,downtown,52,101,STREET,156,IC ,Invest Cont,1500,206200,44,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90013
190909249,,Van Nuys,624,624,647,946,,BATTERY - SIMPLE ASSAULT,WILLIS AV,2019-04-13T00:00:00.000-07:00,2019-04-13T00:00:00.000-07:00,34.152,VENTURA BL,0101000020E6100000E9482EFF219D5DC0FA7E6ABC74134140,-118.4552,2054 1536 0903 1402,sherman-oaks,26,101,STREET,984,IC ,Invest Cont,1540,141303,33,W,M,UNKNOWN WEAPON/OTHER WEAPON,500,91403
190709175,,Wilshire,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0449 2035 0416 0446 0445 0903 0443 1513,mid-wilshire,60,245,CATERING/ICE CREAM TRUCK,745,AA ,Adult Arrest,0250,216200,61,O,M,BELT FLAILING INSTRUMENT/CHAIN,301,90036
190709178,,Wilshire,740,740,,,,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",,2019-04-14T00:00:00.000-07:00,2019-04-14T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,2055 0329 1310 1513 0903,mid-wilshire,60,245,CATERING/ICE CREAM TRUCK,745,AA ,Adult Arrest,0250,216200,32,O,F,BELT FLAILING INSTRUMENT/CHAIN,301,90036
190409002,,Hollenbeck,946,946,,,,OTHER MISCELLANEOUS CRIME,,2019-04-17T00:00:00.000-07:00,2019-04-24T00:00:00.000-07:00,34.0435,2200 E 2ND ST,0101000020E6100000C4B12E6EA38D5DC021B0726891054140,-118.2131,2054 0903 1538 0443 1251 1259,boyle-heights,50,501,SINGLE FAMILY DWELLING,464,IC ,Invest Cont,1000,204420,15,H,F,VERBAL THREAT,511,90033
191016232,,West Valley,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-10T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.2085,15800 SATICOY ST,0101000020E6100000FB3A70CE889E5DC0A69BC420B01A4140,-118.4771,0903,van-nuys,19,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1018,AA ,Adult Arrest,0730,127400,33,H,F,VERBAL THREAT,511,91406
190808801,,West LA,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,CAREY,2019-04-18T00:00:00.000-07:00,2019-04-22T00:00:00.000-07:00,34.0461,SUNSET BL,0101000020E61000000B24287E8CA15DC03D2CD49AE6054140,-118.5242,2055 1514 0903 0421 2035 1259,pacific-palisades,,108,PARKING LOT,823,IC ,Invest Cont,2010,262501,16,B,F,VERBAL THREAT,511,90272
191016231,,West Valley,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-10T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.2085,15800 SATICOY ST,0101000020E6100000FB3A70CE889E5DC0A69BC420B01A4140,-118.4771,0903,van-nuys,19,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1018,AA ,Adult Arrest,0730,127400,57,B,M,VERBAL THREAT,511,91406
190808706,,West LA,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-04-19T00:00:00.000-07:00,2019-04-19T00:00:00.000-07:00,34.0579,11700 SAN VICENTE BL,0101000020E6100000E02D90A0F89D5DC01D38674469074140,-118.4683,2055 1514 2004 1822 0340 0319 0429 0445 0903 2035,brentwood,,402,MARKET,827,AO ,Adult Other,1930,264102,42,B,F,ROCK/THROWN OBJECT,306,90049
190317674,,Southwest,624,624,930,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,33.9963,5100 ARLINGTON AV,0101000020E6100000956588635D945DC09D8026C286FF4040,-118.3182,1810 1202 0416 0446 0421 0429 0903 0319 2036,hyde-park,80,501,SINGLE FAMILY DWELLING,392,AA ,Adult Arrest,1600,234501,63,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90043
180321816,,Southwest,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2018-09-21T00:00:00.000-07:00,2018-09-24T00:00:00.000-07:00,34.0294,2800 MENLO AV,0101000020E6100000D881734694925DC04F401361C3034140,-118.2903,1251 0421 2040 0903 2035 2036 2055 1514,university-park,773,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",325,IC ,Invest Cont,2300,221810,21,B,M,VERBAL THREAT,511,90007
192000776,,Olympic,624,624,946,,,BATTERY - SIMPLE ASSAULT,,2019-07-28T00:00:00.000-07:00,2019-07-28T00:00:00.000-07:00,34.0817,600 N OXFORD AV,0101000020E6100000C1CAA145B6935DC0A60A4625750A4140,-118.308,0903 0416 0429 0444 0448 2035 2036 2042 2044,east-hollywood,55,519,SHORT-TERM VACATION RENTAL,2004,IC ,Invest Cont,1030,192510,23,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90004
190210205,,Rampart,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",7TH,2019-04-24T00:00:00.000-07:00,2019-04-24T00:00:00.000-07:00,34.0594,RAMPART,0101000020E61000008A8EE4F21F925DC0F2B0506B9A074140,-118.2832,2002 1206 0411 0903 1239 1402 1822 1510,westlake,54,102,SIDEWALK,261,AO ,Adult Other,0210,208720,19,H,F,KNIFE WITH BLADE 6INCHES OR LESS,200,90057
191815710,,Southeast,230,230,946,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-07-09T00:00:00.000-07:00,2019-07-09T00:00:00.000-07:00,33.9512,9400 FIRTH BL,0101000020E6100000569FABADD88F5DC044FAEDEBC0F94040,-118.2476,0903 0447 2058 1538 0361,watts,88,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1826,AO ,Adult Other,1718,242300,36,B,F,HAMMER,311,90002
191109522,,Northeast,761,761,930,946,,BRANDISH WEAPON,,2019-04-25T00:00:00.000-07:00,2019-04-25T00:00:00.000-07:00,34.0808,1400 GLENDALE BL,0101000020E6100000A245B6F3FD905DC027C286A7570A4140,-118.2655,0903 0387 1218 2004 0400 1601 0421 0446 2054 1539,echo-park,44,203,OTHER BUSINESS,1181,AO ,Adult Other,1045,195600,28,W,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90026
191310971,,Newton,745,745,,,,VANDALISM - MISDEAMEANOR ($399 OR UNDER),,2019-05-03T00:00:00.000-07:00,2019-05-05T00:00:00.000-07:00,34.0302,500 W 23RD ST,0101000020E6100000B6F3FDD478915DC06B2BF697DD034140,-118.273,0329 0903 2057 1528,historic-south-central,52,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1321,IC ,Invest Cont,1100,224020,45,W,M,,,90007
190113005,,Central,230,230,,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",BROADWAY,2019-05-04T00:00:00.000-07:00,2019-05-06T00:00:00.000-07:00,34.0517,3RD ST,0101000020E6100000C05B2041F18F5DC0029A081B9E064140,-118.2491,0444 0416 0319 0429 2036 1822 0903,downtown,52,102,SIDEWALK,133,IC ,Invest Cont,0015,207502,59,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90013
190309475,,Southwest,624,624,999,,,BATTERY - SIMPLE ASSAULT,ELLENDALE PL,2019-03-25T00:00:00.000-07:00,2019-03-25T00:00:00.000-07:00,34.036,22ND,0101000020E6100000D122DBF97E925DC0F853E3A59B044140,-118.289,1536 0903 0417 0356 0429 2036 2054,university-park,771,102,SIDEWALK,318,IC ,Invest Cont,1510,221710,47,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
180519469,,Harbor,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2018-12-08T00:00:00.000-08:00,2018-12-08T00:00:00.000-08:00,33.8315,1600 W CARSON ST,0101000020E6100000560E2DB29D935DC0DF4F8D976EEA4040,-118.3065,2055 1514 1309 2035 1202 0334 0903 1402,harbor-gateway,91,101,STREET,506,AA ,Adult Arrest,1200,293201,61,B,M,OTHER KNIFE,207,90501
191820867,,Southeast,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-04T00:00:00.000-07:00,2019-10-04T00:00:00.000-07:00,33.9484,9700 CLOVIS AV,0101000020E610000023DBF97E6A905DC061C3D32B65F94040,-118.2565,1202 0903 0421 1912,green-meadows,87,501,SINGLE FAMILY DWELLING,1824,IC ,Invest Cont,2015,240700,68,B,M,VERBAL THREAT,511,90002
191016230,,West Valley,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-10T00:00:00.000-07:00,2019-10-10T00:00:00.000-07:00,34.2085,15800 SATICOY ST,0101000020E6100000FB3A70CE889E5DC0A69BC420B01A4140,-118.4771,0903,van-nuys,19,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",1018,AA ,Adult Arrest,0730,127400,24,H,F,VERBAL THREAT,511,91406
190322547,,Southwest,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-10-12T00:00:00.000-07:00,2019-10-12T00:00:00.000-07:00,34.0221,1200 W 36TH PL,0101000020E610000050FC1873D7925DC0ED9E3C2CD4024140,-118.2944,0356 0400 0401 0429 0903 1227 1309 1822 2035 2036,exposition-park,773,101,STREET,357,IC ,Invest Cont,1600,222600,28,B,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
190711516,,Wilshire,930,930,946,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-06-01T00:00:00.000-07:00,2019-06-01T00:00:00.000-07:00,34.0572,1000 S LA BREA AV,0101000020E6100000EEEBC03923965DC065AA605452074140,-118.3459,0903 1309 2056 1519,mid-wilshire,60,210,RESTAURANT/FAST FOOD,745,IC ,Invest Cont,1900,216200,37,O,M,VERBAL THREAT,511,90036
191821648,,Southeast,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-10-15T00:00:00.000-07:00,2019-10-15T00:00:00.000-07:00,33.9511,700 E 94TH ST,0101000020E610000046B6F3FDD4905DC0E09C11A5BDF94040,-118.263,1516 0416 0359 2035 2036 1818 0903 2056 0913,green-meadows,87,501,SINGLE FAMILY DWELLING,1824,IC ,Invest Cont,0800,240700,56,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90002
191519107,,N Hollywood,930,930,,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-10-16T00:00:00.000-07:00,2019-10-16T00:00:00.000-07:00,34.1758,12800 HATTERAS ST,0101000020E6100000D8F0F44A599A5DC08351499D80164140,-118.4117,0903 1309 1822 2057 1528 2004,valley-glen,21,102,SIDEWALK,1531,IC ,Invest Cont,0830,124400,26,W,M,VERBAL THREAT,511,91607
191312219,,Newton,624,624,,,,BATTERY - SIMPLE ASSAULT,ADAMS BL,2019-05-29T00:00:00.000-07:00,2019-05-29T00:00:00.000-07:00,34.0254,BROADWAY,0101000020E61000007E1D386744915DC0C1A8A44E40034140,-118.2698,0446 0910 0432 0903 2058 1536,historic-south-central,78,126,"TRAIN, OTHER THAN MTA (ALSO QUERY 809/810/811)",1331,IC ,Invest Cont,0800,224020,60,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
191312355,,Newton,624,624,,,,BATTERY - SIMPLE ASSAULT,,2019-05-31T00:00:00.000-07:00,2019-05-31T00:00:00.000-07:00,34.0295,2400 S FLOWER ST,0101000020E61000002FDD240681915DC0B29DEFA7C6034140,-118.2735,2055 2048 1822 0910 0903 0416 0319 1251 1519,historic-south-central,78,102,SIDEWALK,1321,IC ,Invest Cont,1425,224020,28,O,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,90007
190314251,,Southwest,110,110,,,,CRIMINAL HOMICIDE,,2019-06-06T00:00:00.000-07:00,2019-06-06T00:00:00.000-07:00,34.0155,3900 COCO AV,0101000020E610000051DA1B7C61965DC0448B6CE7FB014140,-118.3497,2000 1241 1243 1813 1821 1402 0411 1202 0913 0903,baldwin-hillscrenshaw,79,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",362,AA ,Adult Arrest,0800,236204,65,B,F,KITCHEN KNIFE,205,90008
191500915,,N Hollywood,624,624,,,,BATTERY - SIMPLE ASSAULT,LANKERSHIM BL,2019-06-08T00:00:00.000-07:00,2019-06-08T00:00:00.000-07:00,34.1689,CHANDLER BL,0101000020E6100000E3A59BC420985DC0AF25E4839E154140,-118.377,1536 0910 2004 0416 0903,north-hollywood,24,135,MTA PROPERTY OR PARKING LOT,1549,AA ,Adult Arrest,0220,125310,33,H,M,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",400,91601
190314577,,Southwest,930,930,998,,,CRIMINAL THREATS - NO WEAPON DISPLAYED,,2019-06-10T00:00:00.000-07:00,2019-06-11T00:00:00.000-07:00,34.0278,3000 CRENSHAW BL,0101000020E6100000AF25E4839E955DC0166A4DF38E034140,-118.3378,0443 0903 1822 1402,west-adams,75,708,CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE),333,IC ,Invest Cont,1030,220000,78,B,M,VERBAL THREAT,511,90016
190411041,,Hollenbeck,230,230,998,,,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",,2019-06-14T00:00:00.000-07:00,2019-06-14T00:00:00.000-07:00,34.0762,2600 N BROADWAY,0101000020E61000006F8104C58F8D5DC044FAEDEBC0094140,-118.2119,0903 0445 2056 1516 0319 2004 1402 1202,lincoln-heights,47,101,STREET,415,AA ,Adult Arrest,0910,199201,62,H,F,UNKNOWN WEAPON/OTHER WEAPON,500,90031
